masked_word,target,original_word,wrong_guesses
_pholde_,r,upholder,"['a', 's']"
_eg_typy,a,megatypy,['o']
___eb_r_,n,noseburn,"['i', 'a', 't', 'l']"
_otor_an,m,motorman,['c']
immanit_,y,immanity,['e']
be__late,p,bedplate,['u']
wak__im_,e,waketime,['s']
__h__z_r,e,atheizer,"['o', 'n', 'c']"
_u_a__a_,r,sumatran,"['i', 'l', 'e', 'c']"
_r_colin,a,arecolin,['p']
_e_ai_e_,r,derailer,"['b', 's', 'n', 'm']"
_o_y_be_,c,corymbed,"['l', 'p', 'a', 's']"
c__ud_u_,l,cloudful,"['a', 's', 'i', 'r']"
s______e,h,spithame,"['o', 'n', 'r', 'l']"
___d___d,o,lordwood,"['e', 'n', 'a', 'i', 's']"
a__nogen,i,aminogen,['l']
__t_vat_,o,motivate,"['s', 'c', 'r', 'u']"
el_cul_r,a,elocular,['i']
__e____d,o,fleawood,"['r', 'i', 'n', 't', 's']"
ta_ou_et,b,tabouret,"['p', 'g']"
verte_re,b,vertebre,['a']
_i__a_or,s,mislabor,"['t', 'd', 'g', 'c']"
olo__c_l,a,ological,"['y', 'e', 'n', 't']"
s__o____,v,subovate,"['r', 'i', 'n', 'l', 'c']"
v_ne__r_,a,vinegary,"['o', 't', 's', 'l']"
e_gh_hly,i,eighthly,"['n', 's']"
coc_____,i,cocamine,"['k', 's', 'l', 'r', 't']"
_i_hia__,t,lithiate,"['s', 'c', 'n']"
_ogo__o_,l,mogollon,"['r', 'i', 't', 's']"
equ__an_,t,equitant,['s']
___r__ff,v,overpuff,"['a', 'i', 's', 't', 'n']"
__li_i__,a,galician,"['o', 'e', 't', 's']"
_i__wis_,e,likewise,"['n', 't', 'd', 'o']"
_a_c__a_,l,falcular,"['n', 'i', 'e', 's', 'h']"
r____i_a,n,rendzina,"['o', 't', 's']"
__sun_te,i,disunite,"['a', 'c']"
b_ds____,e,bedscrew,"['i', 'a', 'o', 't']"
t__o_o__,e,theodore,"['l', 'i', 'y', 'a']"
_a__l___,b,babbling,"['e', 's', 'r', 't']"
_____ie_,u,unbusied,"['r', 'o', 'a', 't']"
___i_a_a,t,tunicata,"['l', 'e', 'r', 's']"
d_a_____,s,dialysis,"['e', 'r', 'n', 't', 'o']"
___vid__,e,cervidae,"['o', 'l', 'n']"
__sp_s__,d,disposed,"['a', 'n', 'u', 't']"
d_keli_g,n,dukeling,['a']
__r_d___,a,paradigm,"['e', 'o', 'n', 't', 's']"
sanat_v_,e,sanative,['o']
t_____ll,d,twaddell,"['r', 'i', 'o', 'n', 's']"
_i_ellus,v,vitellus,['b']
_l_i_i__,t,ultimity,"['a', 'n', 'e', 'o', 's']"
_r_cal_s,e,ericales,['u']
e__n_tor,a,emanator,"['i', 'u']"
_arrow_d,e,marrowed,['b']
s_d_lite,o,sodalite,"['u', 'y']"
lu_he_an,r,lutheran,['m']
__ce____,l,mycelial,"['n', 'o', 'r', 's']"
_b_n____,e,ebenales,"['o', 'i', 't', 'r']"
__rophi_,a,atrophia,['y']
v___e_z_,n,vincenzo,"['a', 'l', 'r']"
h_ndu__m,i,hinduism,"['a', 'e']"
___t__st,r,partyist,"['e', 'o', 'n', 'l', 'c']"
h__chm__,a,hatchman,"['e', 'o', 'i']"
__e_n___,a,paeanism,"['r', 'o', 't', 'l', 'c']"
co_edeem,r,coredeem,"['s', 'n']"
be___mi_,a,bedlamic,"['n', 'o', 'r']"
_amoo___,i,ramoosii,"['e', 'd', 'n', 'l']"
_imbmea_,l,limbmeal,"['n', 'd']"
_____io_,t,sturtion,"['a', 'e', 'l', 'c', 'p']"
_e_c___e,n,fenchone,"['r', 'i', 'a', 's']"
__ll_w__,a,tallywag,"['o', 'e', 'r', 'i', 'n']"
h_rbi_ge,a,harbinge,"['o', 'd']"
_r___n_r,o,proponer,"['i', 'a', 't']"
py__f___,r,pyriform,"['e', 'a', 'n']"
leuco___,s,leucosis,"['a', 'r']"
p_r_pegm,a,parapegm,"['o', 'y']"
chlo_d_n,a,chlordan,['i']
__or____,h,ceorlish,"['a', 't', 'n', 'p', 'd']"
f__o____,g,fagoting,"['r', 'e', 'l', 's', 'u']"
d_ro_at_,e,derogate,"['m', 'l']"
blackl__,e,blackleg,"['d', 't']"
_a____i_,e,causerie,"['n', 'l', 'd', 'o', 't']"
se_s__e_,a,seasoner,"['i', 't', 'd', 'l']"
_an_d_n_,i,sanidine,"['g', 'o', 't', 'c']"
b_lduqu_,e,belduque,['o']
_h__e___,i,cholemia,"['r', 'n', 't', 's', 'p']"
hippid_e,a,hippidae,"['o', 'n']"
___o_o_t,h,hybodont,"['e', 'r', 'a', 'i']"
_u_e____,n,numerant,"['i', 's', 'o', 'l', 'p']"
__ll_a_t,w,willyart,"['n', 'e', 'f']"
___ul___,r,pyruline,"['a', 'o', 't', 's']"
ottomit_,e,ottomite,"['a', 'y']"
___t_oo_,r,dartmoor,"['e', 'i', 'l', 's', 'n']"
s__in__k,o,steinbok,"['a', 'r', 'c', 'l']"
__i_o_ic,n,quinonic,"['t', 'r', 'a', 'l']"
_o_a_io_,n,conation,"['l', 'm', 'r', 's']"
s_____n_,r,sewround,"['i', 'a', 't', 'l', 'g']"
___mo___,e,vermorel,"['i', 'a', 'n', 's']"
alkami__,e,alkamine,"['t', 's']"
muc_w_rm,o,muckworm,['h']
______th,s,pansmith,"['o', 'e', 'r', 'l']"
c_c__b__,h,cachibou,"['e', 'y', 'l', 'r']"
exequ_a_,i,exequial,['s']
b_____e_,r,bromizer,"['a', 'n', 'l', 't']"
cap_t_ul,o,capitoul,['f']
thea__hy,r,thearchy,['s']
te_pane_,c,tecpanec,['r']
gr_ppler,a,grappler,"['i', 'o']"
_ag___a_,n,wagonman,"['e', 'i', 'l', 's', 'r']"
_liqu_n_,a,aliquant,"['e', 's']"
__l_le__,s,saltless,"['o', 'i', 'r', 'n']"
lapi__on,e,lapideon,['t']
me_a____,l,medallic,"['t', 'n', 'o', 's']"
_u_o____,s,autoslip,"['e', 'r', 'n', 'c']"
m_ta_oph,e,metaloph,['r']
______rb,e,noseherb,"['a', 'i', 't', 'c']"
unh_ul_d,a,unhauled,"['o', 'i']"
_____u_e,h,raghouse,"['i', 't', 'n', 'l']"
s__e_o__,i,sirenoid,"['a', 't', 'p', 'l']"
__o____d,p,scopiped,"['r', 'a', 't', 'n']"
___iff__,s,squiffed,"['r', 'n', 'a', 'o', 't']"
so_lless,u,soulless,['i']
__ll_n_a,i,rollinia,"['e', 'g', 't', 's']"
__c_b___,l,uncabled,"['i', 'o', 'r', 's']"
_i_osi__,r,rimosity,"['n', 'e', 'l']"
cub_i___,o,cuboidal,"['r', 's', 'e', 'n']"
___oo_e_,n,unnoosed,"['r', 'c', 't', 'a', 'l']"
_____se_,f,unoffset,"['i', 'r', 'a', 'l']"
fra__ois,n,francois,"['g', 't']"
ep__a_y_,l,epicalyx,"['t', 'm', 'o', 's']"
_n___er_,b,snobbery,"['a', 'u', 'i', 't']"
u_chast_,e,unchaste,['y']
h__i____,a,havildar,"['e', 'o', 'n', 't']"
_r___tin,a,fraxetin,"['o', 's', 'p']"
__e__a_e,s,stepdame,"['r', 'l', 'c', 'g', 'v']"
_nerring,u,unerring,['o']
_o_y____,i,molybdic,"['p', 'e', 'a', 'r']"
go______,r,gomarite,"['n', 'l', 's', 'd', 'c']"
__s__us_,h,rosebush,"['i', 't', 'a', 'n', 'c']"
ve__eb__,r,vertebra,"['n', 'i', 'o', 'l']"
_o__hoo_,w,wolfhood,"['r', 'n', 'e', 't', 'c']"
_a_t___a,i,baptisia,"['n', 'r', 'l', 'c']"
_o______,r,borderer,"['i', 'n', 'a', 't']"
drop_orm,w,dropworm,['f']
unm_nded,i,unminded,['a']
_____l_d,r,bristled,"['o', 'a', 'n', 'c']"
in_r____,a,inarable,"['t', 'o', 's', 'c']"
__ili_h_,t,twilight,"['s', 'r', 'a']"
swashwa_,y,swashway,"['k', 'g']"
s_e_at__,o,sheraton,"['c', 'p', 'm']"
l__ylegs,a,lazylegs,"['o', 'r']"
___c_a__,t,trochate,"['s', 'i', 'l', 'n', 'u']"
ov_n_ird,e,ovenbird,"['a', 't']"
u_i_obar,n,unilobar,['t']
w__dric_,o,woodrick,['n']
____ro__,c,dichroic,"['e', 'a', 'n', 't', 's']"
b_rg_are,w,burgware,['o']
____r_i_,e,sclereid,"['o', 'a', 'n', 't', 'u']"
appe_i_e,t,appetite,"['n', 'r']"
__rd___r,o,cardooer,"['i', 'n', 's', 't']"
__r__ink,o,forthink,"['e', 'a', 'l', 's']"
c_inch_r,e,clincher,"['o', 'a']"
iso_oli_,c,isocolic,"['p', 'n']"
t_b_po__,a,tubipora,"['e', 'l', 's']"
______lt,e,foremelt,"['i', 'a', 'n', 's', 'u']"
__o_ol__,r,geopolar,"['i', 't', 's', 'n', 'c']"
pro_er_t,i,promerit,"['a', 'c']"
_p_r__e_,i,spirited,"['a', 'o', 'n']"
_r__br__,e,truebred,"['o', 'i', 'a', 'n']"
l_____z_,i,logicize,"['a', 'n', 'r', 't', 's']"
_rum_ire,f,drumfire,['p']
_iths_me,o,pithsome,['w']
fever__s,o,feverous,['i']
l_____n_,h,loathing,"['e', 'r', 's', 'c', 'u']"
__erf_ld,o,overfold,"['i', 'a']"
__a____d,e,flaxweed,"['r', 's', 'n', 't']"
_llum_ne,i,illumine,"['a', 'o']"
op____s_,i,opiumism,"['e', 't', 'a']"
di_heir_,o,dinheiro,['s']
s_i__i_e,l,slitlike,"['n', 'p', 'r', 'h']"
__h_i_i_,r,bohairic,"['n', 'e', 's', 't']"
_______d,e,turreted,"['i', 'o', 'a', 'n']"
a__ee_e_,f,affeerer,"['d', 'l', 'y']"
_ro__a__,c,trochaic,"['p', 'g', 's']"
__ac__us,o,placodus,"['r', 'e', 'i']"
__enesic,a,agenesic,"['r', 't']"
______ne,i,cytisine,"['o', 'a', 'r', 'l']"
__v_ti__,n,unvoting,"['a', 'e', 'r']"
h_b___c_,a,hebraica,"['o', 'n', 's']"
pe_k_ife,n,penknife,['c']
___f____,a,seafarer,"['i', 'o', 'n', 't']"
_e_d___e,a,headrace,"['n', 'i', 'o', 's', 'l']"
_b_i_in_,g,obliging,"['a', 's', 'r']"
sn_p____,a,snaphead,"['i', 'o', 'l']"
_e___i__,r,yearbird,"['n', 'o', 't', 'l', 's']"
__to____,a,catonian,"['e', 'u', 'r', 's']"
ing_ow_h,r,ingrowth,"['l', 'c']"
___l___n,c,cyclamin,"['o', 'e', 'r', 't']"
s_datio_,e,sedation,['u']
_u__d__e,i,cumidine,"['a', 'o', 't', 'r']"
_h___her,o,shoother,"['c', 'i', 'a', 'n']"
tr_nkw_y,a,trunkway,['i']
_o___n__,r,mordancy,"['i', 'e', 'l', 't']"
_h__p___,r,whispery,"['o', 'a', 'n', 'c', 't']"
a___c_us,o,anorchus,"['i', 'e', 't']"
___a_t__,l,unmalted,"['r', 'i', 's', 'c']"
c_m_c___,a,cumacean,"['o', 'i', 'h', 't']"
n_tm____,e,netmaker,"['o', 'u', 'i', 'l']"
____t_o_,r,relation,"['s', 'c', 'u', 'p']"
barit_n_,o,baritone,"['g', 's']"
__oro___,s,psorosis,"['h', 'e', 'a', 't']"
_l_dodus,a,cladodus,"['g', 'y']"
i__u__l_,s,issuably,"['n', 'e', 'r']"
vol_an_s,u,volcanus,['t']
_______w,o,crossrow,"['e', 'i', 'n', 'a']"
b_____s_,h,broadish,"['e', 't', 'n', 'l', 'c']"
___id_al,s,subideal,"['r', 'm', 'n']"
a__i_i_m,d,acridium,"['s', 'n', 't', 'l']"
_oqu_lla,i,coquilla,"['e', 'r']"
__t_s_us,d,dytiscus,"['o', 'a', 'e', 'n']"
wastr_f_,e,wastrife,['y']
th_meg_l,o,thymegol,['a']
mai__eya,r,maitreya,"['l', 'n']"
_____k_d,n,unbanked,"['i', 'o', 'r', 'c']"
co___to_,p,coemptor,"['n', 'a', 's', 'i']"
_n_asked,u,untasked,"['m', 'b']"
__i_y___,c,oricycle,"['a', 'n', 't', 's', 'p']"
unnot_f_,i,unnotify,['a']
parop_i_,c,paroptic,['h']
_ncyre_n,a,ancyrean,"['u', 'i']"
n__at___,e,negative,"['o', 'u', 'm', 'r']"
en_a_per,h,enhamper,['s']
l_t_a___,i,lutianid,"['e', 'r', 's', 'h']"
l______r,a,laudator,"['e', 'i', 'n', 's']"
____g__g,i,stinging,"['e', 'a', 'o', 'r']"
_id____d,v,viduated,"['o', 's', 'r', 'n']"
s_____a_,f,snuffman,"['e', 'l', 'r', 'i']"
_epe_e_d,r,repetend,"['a', 'l', 's']"
_u___c__,r,furnacer,"['i', 'o', 't', 'l', 's']"
pining_y,l,piningly,['e']
nod_l_ty,a,nodality,"['e', 'u']"
_____ns_,p,apprense,"['o', 'i', 't', 'l', 'c']"
i__ma___,k,inkmaker,"['o', 'l', 't', 's']"
ri__eite,n,rinneite,['g']
r_a__ai_,t,reattain,"['d', 'l', 'h', 'c']"
___ot__g,n,undoting,"['e', 'a', 'r']"
__r__cky,a,garlicky,"['o', 'e', 'n']"
___a_r__,i,podagric,"['e', 't', 's', 'l']"
s__ll__g,a,smalling,"['o', 'e', 't']"
___b__g_,e,ramberge,"['o', 'i', 'n', 'l', 's']"
aca_em_s,u,academus,"['i', 't']"
__r_a__r,e,spreader,"['t', 'o', 'c', 'u', 'm']"
st_t___s,a,stathmos,"['i', 'e', 'n', 'u']"
self_eal,h,selfheal,['r']
r__i____,e,refinage,"['o', 't', 's', 'l']"
_ur_r_v_,a,burgrave,"['o', 'i', 't']"
p__r_nis,o,phoronis,['a']
u__e____,r,undercap,"['i', 'o', 't', 's']"
_______s,n,winnings,"['e', 'o', 'r', 'a', 't']"
salt_ess,n,saltness,['r']
r___rra_,e,referral,"['c', 't', 'b', 'n']"
__cal__d,e,uncalmed,"['i', 'o', 't', 's']"
exe_esis,g,exegesis,"['n', 'r']"
dochm__c,a,dochmiac,"['e', 'n']"
su_er_te,a,suberate,"['p', 'i']"
__l___r_,s,salework,"['i', 't', 'n', 'c', 'u']"
___t_e__,h,smithery,"['o', 'a', 'l', 'n']"
_i___a__,e,eicosane,"['l', 'd', 'r', 'm']"
hea_t_ul,f,heartful,['p']
_atis_pt,e,latisept,"['c', 'n']"
_ha__e__,s,chasseur,"['l', 'n', 'y']"
___st__l,u,curstful,"['a', 'e', 'o', 'i']"
po_ishe_,r,polisher,['d']
gr__p_g_,a,groupage,"['s', 'm', 'i']"
__m___ss,l,tombless,"['n', 'i', 'a', 'r', 'u']"
__ir_n__,a,amiranha,"['e', 'o', 's', 't']"
__pal__e,o,copalite,"['z', 'n', 's', 'u']"
b______d,a,bassarid,"['e', 'o', 'n', 't', 'l']"
___eress,v,viperess,"['a', 'o', 'n', 't']"
___e___k,r,cagework,"['i', 'n', 'l', 't', 's']"
_le_n_e_,o,oleander,"['i', 'c', 'g']"
_o_o_i__,n,monotint,"['s', 'l', 'r', 'e']"
_cidific,a,acidific,['o']
se_t_oil,f,septfoil,"['r', 'n']"
a_b__e_a,r,arboreta,"['s', 'i', 'u']"
_c__c_nt,e,acescent,"['o', 'r', 'i']"
apoc____,y,apocynum,"['i', 'e', 's', 't']"
___ifi__,r,pacifier,"['n', 't', 'o', 's', 'l']"
c___t___,e,cerotene,"['i', 'a', 's', 'l', 'u']"
co_ino_s,v,covinous,"['m', 'r']"
cap_ifi_,r,caprifig,"['d', 'n']"
atr_cha_,o,atrochal,['e']
______de,i,homicide,"['a', 'r', 'n', 't']"
___i____,s,easiness,"['o', 'r', 't', 'l', 'c']"
_a__p__a,r,caripuna,"['e', 's', 'l', 'o', 't']"
suillin_,e,suilline,"['g', 'o']"
c_m_ak_n,i,comiakin,"['e', 'b']"
_py_etic,a,apyretic,"['s', 'o']"
_al_____,h,waldhorn,"['e', 'i', 's', 't', 'c']"
__r___r_,p,porphyry,"['e', 'i', 'a', 't']"
dy_pne_l,a,dyspneal,['o']
__e___i_,r,pleuroid,"['n', 't', 'a', 's', 'c']"
__r__t__,o,sorbitol,"['e', 'a', 'n', 'c']"
__m___nt,o,homodont,"['e', 'a', 'i']"
_nverter,i,inverter,['u']
ta_nting,u,taunting,['e']
__tot_p_,y,artotypy,"['e', 'i', 'c', 'n']"
o_____u_,h,overhaul,"['i', 't', 's', 'n', 'c']"
___c_na_,i,piscinal,"['e', 'r', 'o']"
va__azsa,m,vammazsa,"['l', 'r']"
ana_____,s,anatexis,"['l', 'o', 'm', 'u']"
f__kf___,e,folkfree,"['c', 'i', 'a', 'n', 's']"
l___le__,i,linolein,"['a', 's', 't']"
_n___an_,r,inurbane,"['t', 'd', 'o', 'l', 'g']"
ba_ge_an,r,bargeman,"['d', 'l']"
__sh_m_d,a,unshamed,"['i', 'o', 'r']"
m__v_l__,r,marvelry,"['i', 'n', 'o', 'u']"
bun__u__,l,bungfull,"['e', 'o', 'd', 's']"
_____d_y,n,unkindly,"['e', 'o', 'a', 'r', 's']"
unse_ere,v,unsevere,['y']
_g__ff__,a,agraffee,"['i', 'o', 'u', 'n']"
_isec_or,b,bisector,['d']
fla__ing,h,flashing,"['p', 't']"
mon_____,y,monkeyry,"['i', 't', 'a', 's']"
ox_lu_ic,a,oxaluric,['y']
cre_en_a,d,credenda,"['t', 's']"
eup_ui_t,h,euphuist,['l']
_wybla_e,d,twyblade,['s']
mistitl_,e,mistitle,['y']
___ow___,n,undowned,"['i', 'a', 'r', 'l', 't']"
___ni___,e,herniate,"['o', 's', 'l', 'c', 'm']"
p_ca_oon,r,picaroon,['e']
__h___th,e,qoheleth,"['a', 'i', 'n', 'r']"
spae_i_e,w,spaewife,"['k', 'n']"
_o_e_een,b,bohereen,"['s', 'f', 'l']"
t__n_an_,d,teinland,"['r', 'u', 'o', 'h']"
c_lc__t_,e,calcrete,"['o', 'i', 'u', 'n']"
_a_a_i__,r,nazarite,"['s', 'm', 'l', 'c']"
__ni__i_,y,cynipoid,"['e', 'a', 's', 't', 'r']"
p______m,s,pilosism,"['r', 'e', 'a', 'n']"
arb_l_c_,o,arboloco,['e']
___q_a__,t,torquate,"['s', 'i', 'l', 'n', 'c']"
jeal__sy,o,jealousy,['w']
___idi__,l,lepidium,"['a', 'n', 's', 'o']"
glycol_c,i,glycolic,['e']
__t_n__y,o,autonomy,"['i', 'e', 'l']"
st______,e,steplike,"['r', 'a', 'o', 'n', 'u']"
____t__n,r,klystron,"['i', 'a', 'e', 'c', 'u']"
o___e___,l,orchella,"['t', 'i', 'n', 's', 'u']"
ov_r_ong,e,overlong,"['t', 's']"
r_______,v,redivive,"['o', 'a', 'n', 't', 's']"
____c__e,h,sprachle,"['i', 'o', 'n', 't']"
n_mphe_n,a,nymphean,['o']
hu__a__e,b,hurtable,"['n', 'm', 's']"
_____a__,i,minitant,"['e', 'r', 's', 'o', 'l']"
_o_ifuge,s,solifuge,['c']
long__al,v,longeval,['i']
_hi__led,t,thistled,['c']
__e____e,n,apennine,"['r', 'o', 't', 's', 'l']"
c_icetu_,s,cricetus,"['h', 'l']"
____x_n_,e,misoxene,"['a', 'r', 't', 'l']"
deade_er,n,deadener,"['y', 'l']"
_a_a_a_a,b,calabaza,"['r', 'n', 'm', 's', 'k']"
_in__eum,l,linoleum,['g']
_leut__n,a,aleutian,"['o', 'c']"
e____ion,d,eduction,"['a', 'l', 'r']"
u___zi__,g,ungazing,"['e', 'o', 't']"
_e__ete_,d,helmeted,"['r', 'p', 's', 'n']"
__trin__,a,astringe,"['o', 'u', 'l', 'c']"
c______n,v,cistvaen,"['o', 'r', 'l', 'h']"
s_scu___,e,sescuple,"['a', 'r', 'i']"
f_lcra_e,u,fulcrate,"['o', 'i']"
h___r__l,a,handrail,"['e', 'o', 't', 'p']"
ag_aphia,r,agraphia,['l']
jo___ite,n,joannite,"['r', 'l']"
_n___l__,e,underlye,"['i', 'a', 'o', 't']"
d_____n_,a,decumana,"['i', 'o', 's', 'r']"
can_eman,o,canoeman,"['d', 'k']"
____v_ng,i,striving,"['e', 'o', 'a']"
misawa__,r,misaward,"['e', 't']"
t__tl_ss,e,tintless,"['a', 'o', 'r']"
___oy___,u,unjoyful,"['i', 'e', 'a', 't', 'r']"
__i____y,a,axillary,"['e', 't', 'n', 's', 'o']"
_ha_____,s,shaivism,"['e', 'c', 'r', 'n']"
_hog_n__,a,shogunal,"['e', 'i', 'c', 'p']"
s__a____,h,schalmey,"['r', 't', 'i', 'n']"
_em__ome,h,hemidome,"['s', 'r', 'a', 't']"
c_ac_ety,l,clackety,['r']
_n_o_r__,u,unpoured,"['a', 'i', 't', 'c']"
fe_re_ly,a,fearedly,"['b', 't']"
b_gb_oo_,i,bigbloom,"['d', 'a', 'e']"
s_g_s__p,a,sageship,"['o', 'u', 't', 'n']"
l___ti__,o,lobation,"['e', 'r', 's']"
_ul_____,i,pulsific,"['e', 'o', 'a', 't']"
__awa___,n,unawaked,"['s', 'r', 't', 'l', 'h']"
e_e_h__m,s,erethism,"['l', 'o', 'c', 'n']"
th_enone,i,thienone,"['r', 'a']"
t_ve__l_,a,tavernly,"['o', 'i', 's', 'd']"
rem___er,s,remuster,"['i', 'a', 'o']"
___n_a__,s,stunsail,"['e', 'r', 'd', 'o', 'c']"
g_teless,a,gateless,"['o', 'i']"
lo_nness,r,lornness,"['w', 'u']"
fr_g_ent,a,fragment,"['i', 'o']"
in___l__,t,interlot,"['a', 's', 'c']"
__t_ngue,o,oxtongue,['a']
l__fli__,e,leaflike,"['n', 'o', 'g', 't']"
i_k_t___,n,inkstand,"['e', 'o', 'r']"
m_bpr__f,o,mobproof,['a']
jyn__n__,a,jynginae,"['o', 'd', 's', 't']"
__rm____,i,termitid,"['o', 'a', 'n', 's']"
__m__i__,o,remotion,"['a', 's', 'l', 'u']"
sa_ul_te,b,sabulite,"['p', 'm']"
s_agski_,n,stagskin,"['p', 'l']"
s_____l_,t,smuttily,"['e', 'a', 'o', 'n', 'r']"
_p__rap_,h,epigraph,"['o', 's', 'y']"
l_ndw__h,a,landwash,['i']
quadra__,e,quadrate,"['s', 'l']"
c__e_ce_,d,cadenced,"['o', 's', 'r', 'i']"
we_ghba_,r,weighbar,"['n', 't']"
c_ltp_xy,o,coltpixy,['u']
___p___h,s,soapbush,"['i', 'e', 'r', 'n']"
o__oton_,a,ochotona,"['e', 'y', 'p', 'i']"
fu_h_one,s,fuchsone,"['t', 'i']"
_d_m_t__,a,adamitic,"['e', 'o', 'r']"
a____o_r,i,aisteoir,"['u', 'l', 'b']"
_c_romic,a,achromic,"['e', 's']"
unju__ed,i,unjuiced,['g']
__t_rt__,a,aftertan,"['i', 'o', 'u', 'l', 's']"
_n_e__ed,t,unletted,"['r', 's', 'i']"
si_ili_a,c,sicilica,['b']
__i_____,e,bridebed,"['n', 'o', 't', 's']"
d_d____d,i,didymoid,"['e', 'a', 'n', 'r', 't']"
_a_or___,t,taborite,"['s', 'n', 'l', 'm']"
m_nu__d_,o,manucode,"['i', 'r', 'l']"
eu_e__e_,s,eunectes,"['r', 'i', 'l', 'p', 'o']"
_y_a__id,o,cynaroid,"['t', 'l', 's']"
m_skette,a,maskette,"['i', 'u']"
onco_ing,m,oncoming,"['s', 'r']"
f_ci_gly,a,facingly,"['o', 'e']"
___a_i__,e,nemalite,"['s', 'r', 'u', 'o']"
_t_gg_r_,a,staggard,"['e', 'o', 'i', 'u']"
__u_t_ry,b,blustery,"['o', 'c', 'a', 'n']"
a_s_____,e,aiseweed,"['b', 'r', 'n', 't']"
s_nco_ic,p,syncopic,"['r', 'l']"
____bell,o,mortbell,"['a', 'i', 'n', 's']"
_laph_n_,e,elaphine,['g']
_ff_ider,o,offsider,"['a', 'n']"
_m____l_,u,umbonule,"['a', 'i', 'r', 's']"
__usinry,o,cousinry,"['l', 'e']"
c_clecar,y,cyclecar,"['o', 'u']"
__ve___e,i,wavelike,"['r', 'o', 'n', 's', 't']"
c_imak_m,h,chimakum,"['o', 'e']"
g_et_cal,o,goetical,"['r', 'n']"
_nr___e_,d,unrodded,"['i', 'a', 's']"
s__r___s,p,spermous,"['i', 'a', 't', 'n']"
__n_r_a_,e,venerial,"['o', 'd', 'c']"
se_unc_a,i,semuncia,"['h', 'o']"
p_nd____,a,pandaram,"['e', 'i', 'o']"
s__m_r__,e,seymeria,"['o', 'u', 't']"
__me____,s,domestic,"['n', 'r', 'a', 'l', 'u']"
dom_n_a_,i,dominial,"['e', 't']"
mutt_r_r,e,mutterer,['a']
_obe___e,l,lobeline,"['r', 't', 's']"
___o_ing,w,throwing,"['e', 'a', 'l']"
_emulen_,t,temulent,['r']
c____g__,e,colleger,"['a', 'i', 'n', 't', 's']"
__tic__t,e,reticket,"['a', 'n', 'o', 'l']"
__uee_er,s,squeezer,"['l', 'n', 't', 'p']"
_ha_a_i_,s,chabasie,"['l', 'n', 'r']"
__a____a,i,diandria,"['e', 's', 'l', 'c']"
spac__ul,f,spaceful,['k']
ur__can_,t,urticant,['e']
e_____i_,o,exotoxin,"['a', 'r', 'l', 's', 'c']"
_r___ll_,a,granilla,"['e', 'o', 't', 's']"
__b___l_,r,arbuscle,"['i', 'o', 'n', 't']"
_u__w___,l,bullwhip,"['o', 'e', 'a', 'r']"
_art_gia,o,hartogia,['e']
f___l_id,a,fecaloid,"['r', 'n', 'u', 't']"
_yer___e,b,byerlite,"['o', 'a', 'h', 's']"
____di__,o,monodize,"['a', 'r', 's', 't']"
no_ulous,d,nodulous,['c']
_onom___,u,konomihu,"['e', 'a', 't', 's']"
_c____u_,o,ichorous,"['e', 'a', 'n', 't', 'l']"
_ind_ess,l,mindless,['w']
p___t___,a,palatial,"['o', 'e', 'r']"
_ife_ine,l,lifeline,['r']
un_efoo_,b,unbefool,"['t', 'd']"
___ul__e,a,maculate,"['i', 'o', 'n']"
be_u___e,d,befuddle,"['n', 'i', 'a', 'r']"
_pte__u_,a,apterium,"['o', 'l', 'n', 's']"
sid_h_ad,e,sidehead,['y']
_odo_o_t,r,rodomont,"['p', 'l', 's', 'h']"
_s__t___,a,asiatize,"['o', 'n', 'r', 'c', 'l']"
ant_bank,i,antibank,['e']
_lbu___d,a,albumoid,"['e', 'r', 't']"
_e__ule_,s,hercules,"['o', 'a', 't']"
_r_____l,v,primeval,"['o', 'n', 't', 's', 'c']"
___ra__r,e,bewrayer,"['t', 'o', 'd', 'i']"
__lorify,a,calorify,['e']
ov_r__n_,h,overhunt,"['i', 'a', 's', 'g']"
__t_r__t,i,interact,"['o', 's', 'u', 'h']"
c_es___e,t,coestate,"['r', 'i', 'h']"
_e_e_se_,r,reverser,"['n', 'd', 'a', 'l']"
stagga_t,r,staggart,['n']
_xol_mma,e,exolemma,['i']
_ovat___,i,novatrix,"['e', 'c', 's', 'g']"
pu__i_g_,d,pulsidge,"['n', 'r', 't', 'o']"
su_e_f__,p,superfit,"['l', 'n', 'o']"
eels_e__,a,eelspear,"['t', 'n', 'i', 'h']"
r__e___g,n,ravening,"['o', 't', 's', 'l']"
di_te_os,p,dipteros,"['a', 'c']"
rebeta_e,k,rebetake,"['g', 'z']"
d_____p_,r,descript,"['o', 'a', 'n', 'l', 'u']"
fr_q__nt,e,frequent,"['a', 'i']"
o_no_ho_,e,oinochoe,"['p', 'm', 'r', 's']"
w___le__,s,wistless,"['a', 'o', 'r']"
p_u_____,l,plurally,"['o', 'e', 'i', 'n']"
______or,i,betailor,"['n', 's', 'c', 'u', 'p']"
__a_p__e,l,flagpole,"['s', 'r', 'i', 'm']"
aucupa_e,t,aucupate,"['g', 'l']"
__p__e_f,a,capsheaf,"['r', 'i', 'o', 'l']"
j___s___,n,jonesian,"['r', 't', 'l', 'u', 'c']"
__s_u_e_,r,posturer,"['i', 'd', 'n', 'a']"
_e__ce__,t,reticent,"['a', 'l', 's', 'o']"
